timestamp,equipment_id,power_kw,operational_state,ambient_temp_c,shift
2024-01-01 22:00:00,ROBOT-002,27.49,RUNNING,20.7,Night
2024-01-01 22:00:00,CONVEYOR-001,15.46,RUNNING,16.8,Night
2024-01-01 22:00:00,OVEN-001,106.17,RUNNING,16.7,Night
2024-01-01 23:00:00,CNC-001,3.72,STANDBY,17.1,Night
2024-01-01 23:00:00,CNC-002,3.73,STANDBY,16.7,Night
2024-01-01 23:00:00,PRESS-001,6.16,STANDBY,17.3,Night
2024-01-01 23:00:00,PRESS-002,6.35,STANDBY,17.0,Night
2024-01-01 23:00:00,ROBOT-001,2.0,STANDBY,16.7,Night
2024-01-01 23:00:00,ROBOT-002,2.04,STANDBY,16.6,Night
2024-01-01 23:00:00,CONVEYOR-001,1.27,STANDBY,16.3,Night
2024-01-01 23:00:00,OVEN-001,9.73,STANDBY,14.3,Night
2024-01-02 00:00:00,CNC-001,3.68,STANDBY,17.4,Night
2024-01-02 00:00:00,CNC-002,3.54,STANDBY,16.1,Night
2024-01-02 00:00:00,PRESS-001,6.25,STANDBY,16.2,Night
2024-01-02 00:00:00,PRESS-002,6.43,STANDBY,17.9,Night
2024-01-02 00:00:00,ROBOT-001,2.07,STANDBY,17.6,Night
2024-01-02 00:00:00,ROBOT-002,2.16,STANDBY,18.5,Night
2024-01-02 00:00:00,CONVEYOR-001,1.14,STANDBY,18.6,Night
2024-01-02 00:00:00,OVEN-001,10.32,STANDBY,17.0,Night
2024-01-02 01:00:00,CNC-001,3.62,STANDBY,17.3,Night
2024-01-02 01:00:00,CNC-002,3.5,STANDBY,17.2,Night
2024-01-02 01:00:00,PRESS-001,6.94,STANDBY,17.6,Night
2024-01-02 01:00:00,PRESS-002,35.51,IDLE,18.4,Night
2024-01-02 01:00:00,ROBOT-001,1.96,STANDBY,17.5,Night
2024-01-02 01:00:00,ROBOT-002,11.5,IDLE,18.5,Night
2024-01-02 01:00:00,CONVEYOR-001,6.99,IDLE,18.0,Night
2024-01-02 01:00:00,OVEN-001,50.35,IDLE,16.2,Night
2024-01-02 02:00:00,CNC-001,18.51,IDLE,17.3,Night
2024-01-02 02:00:00,CNC-002,19.98,IDLE,18.0,Night
2024-01-02 02:00:00,PRESS-001,6.23,STANDBY,18.4,Night
2024-01-02 02:00:00,PRESS-002,6.44,STANDBY,17.5,Night
2024-01-02 02:00:00,ROBOT-001,1.96,STANDBY,15.9,Night
2024-01-02 02:00:00,ROBOT-002,2.0,STANDBY,14.8,Night
2024-01-02 02:00:00,CONVEYOR-001,7.62,IDLE,18.9,Night
2024-01-02 02:00:00,OVEN-001,9.34,STANDBY,18.1,Night
2024-01-02 03:00:00,CNC-001,3.67,STANDBY,18.4,Night
2024-01-02 03:00:00,CNC-002,20.09,IDLE,18.1,Night
2024-01-02 03:00:00,PRESS-001,36.44,IDLE,18.0,Night
2024-01-02 03:00:00,PRESS-002,6.07,STANDBY,19.2,Night
2024-01-02 03:00:00,ROBOT-001,1.97,STANDBY,18.5,Night
2024-01-02 03:00:00,ROBOT-002,11.0,IDLE,18.1,Night
2024-01-02 03:00:00,CONVEYOR-001,7.06,IDLE,18.3,Night
2024-01-02 03:00:00,OVEN-001,9.94,STANDBY,18.1,Night
2024-01-02 04:00:00,CNC-001,3.27,STANDBY,18.3,Night
2024-01-02 04:00:00,CNC-002,3.68,STANDBY,18.7,Night
2024-01-02 04:00:00,PRESS-001,6.63,STANDBY,20.6,Night
2024-01-02 04:00:00,PRESS-002,6.08,STANDBY,17.9,Night
2024-01-02 04:00:00,ROBOT-001,1.94,STANDBY,19.1,Night
2024-01-02 04:00:00,ROBOT-002,11.2,IDLE,19.3,Night
2024-01-02 04:00:00,CONVEYOR-001,1.24,STANDBY,19.4,Night
2024-01-02 04:00:00,OVEN-001,9.81,STANDBY,19.2,Night
2024-01-02 05:00:00,CNC-001,3.43,STANDBY,21.9,Night
2024-01-02 05:00:00,CNC-002,3.8,STANDBY,21.4,Night
2024-01-02 05:00:00,PRESS-001,6.35,STANDBY,20.1,Night
2024-01-02 05:00:00,PRESS-002,5.99,STANDBY,21.4,Night
2024-01-02 05:00:00,ROBOT-001,2.04,STANDBY,20.9,Night
2024-01-02 05:00:00,ROBOT-002,1.89,STANDBY,21.0,Night
2024-01-02 05:00:00,CONVEYOR-001,1.2,STANDBY,20.7,Night
2024-01-02 05:00:00,OVEN-001,9.74,STANDBY,20.2,Night
2024-01-02 06:00:00,CNC-001,46.18,RUNNING,23.4,Day
2024-01-02 06:00:00,CNC-002,44.53,RUNNING,23.1,Day
2024-01-02 06:00:00,PRESS-001,29.08,IDLE,21.9,Day
2024-01-02 06:00:00,PRESS-002,30.03,IDLE,22.4,Day
2024-01-02 06:00:00,ROBOT-001,21.98,RUNNING,21.8,Day
2024-01-02 06:00:00,ROBOT-002,27.73,RUNNING,22.2,Day
2024-01-02 06:00:00,CONVEYOR-001,14.72,RUNNING,23.6,Day
2024-01-02 06:00:00,OVEN-001,41.31,IDLE,23.4,Day
2024-01-02 07:00:00,CNC-001,44.79,RUNNING,23.1,Day
2024-01-02 07:00:00,CNC-002,39.84,RUNNING,23.0,Day
2024-01-02 07:00:00,PRESS-001,83.13,RUNNING,23.2,Day
2024-01-02 07:00:00,PRESS-002,72.55,RUNNING,24.8,Day
2024-01-02 07:00:00,ROBOT-001,28.21,RUNNING,23.7,Day
2024-01-02 07:00:00,ROBOT-002,26.4,RUNNING,22.9,Day
2024-01-02 07:00:00,CONVEYOR-001,15.16,RUNNING,22.3,Day
2024-01-02 07:00:00,OVEN-001,125.26,RUNNING,23.4,Day
2024-01-02 08:00:00,CNC-001,16.07,IDLE,26.2,Day
2024-01-02 08:00:00,CNC-002,47.37,RUNNING,24.6,Day
2024-01-02 08:00:00,PRESS-001,28.43,IDLE,26.1,Day
2024-01-02 08:00:00,PRESS-002,78.76,RUNNING,23.5,Day
2024-01-02 08:00:00,ROBOT-001,24.25,RUNNING,24.9,Day
2024-01-02 08:00:00,ROBOT-002,9.17,IDLE,25.7,Day
2024-01-02 08:00:00,CONVEYOR-001,14.02,RUNNING,24.8,Day
2024-01-02 08:00:00,OVEN-001,113.15,RUNNING,25.5,Day
2024-01-02 09:00:00,CNC-001,46.81,RUNNING,26.3,Day
2024-01-02 09:00:00,CNC-002,39.93,RUNNING,25.6,Day
2024-01-02 09:00:00,PRESS-001,81.4,RUNNING,26.2,Day
2024-01-02 09:00:00,PRESS-002,73.58,RUNNING,25.3,Day
2024-01-02 09:00:00,ROBOT-001,22.75,RUNNING,26.3,Day
2024-01-02 09:00:00,ROBOT-002,8.95,IDLE,26.3,Day
2024-01-02 09:00:00,CONVEYOR-001,16.25,RUNNING,24.3,Day
2024-01-02 09:00:00,OVEN-001,107.7,RUNNING,24.6,Day
2024-01-02 10:00:00,CNC-001,35.2,RUNNING,28.3,Day
2024-01-02 10:00:00,CNC-002,14.85,IDLE,26.5,Day
2024-01-02 10:00:00,PRESS-001,76.74,RUNNING,27.2,Day
2024-01-02 10:00:00,PRESS-002,75.45,RUNNING,27.4,Day
2024-01-02 10:00:00,ROBOT-001,8.92,IDLE,25.7,Day
2024-01-02 10:00:00,ROBOT-002,26.04,RUNNING,28.2,Day
2024-01-02 10:00:00,CONVEYOR-001,13.9,RUNNING,25.7,Day
2024-01-02 10:00:00,OVEN-001,114.05,RUNNING,27.2,Day
2024-01-02 11:00:00,CNC-001,48.09,RUNNING,25.7,Day
2024-01-02 11:00:00,CNC-002,49.22,RUNNING,27.0,Day
2024-01-02 11:00:00,PRESS-001,28.95,IDLE,26.8,Day
2024-01-02 11:00:00,PRESS-002,78.57,RUNNING,26.9,Day
2024-01-02 11:00:00,ROBOT-001,25.22,RUNNING,28.8,Day
2024-01-02 11:00:00,ROBOT-002,26.08,RUNNING,25.0,Day
2024-01-02 11:00:00,CONVEYOR-001,15.48,RUNNING,26.8,Day
2024-01-02 11:00:00,OVEN-001,107.09,RUNNING,25.9,Day
2024-01-02 12:00:00,CNC-001,44.7,RUNNING,27.7,Day
2024-01-02 12:00:00,CNC-002,43.21,RUNNING,27.3,Day
2024-01-02 12:00:00,PRESS-001,27.83,IDLE,25.3,Day
2024-01-02 12:00:00,PRESS-002,27.46,IDLE,27.6,Day
2024-01-02 12:00:00,ROBOT-001,25.4,RUNNING,25.8,Day
2024-01-02 12:00:00,ROBOT-002,8.76,IDLE,26.6,Day
2024-01-02 12:00:00,CONVEYOR-001,14.15,RUNNING,26.4,Day
2024-01-02 12:00:00,OVEN-001,114.19,RUNNING,29.0,Day
2024-01-02 13:00:00,CNC-001,48.59,RUNNING,25.6,Day
2024-01-02 13:00:00,CNC-002,43.22,RUNNING,27.3,Day
2024-01-02 13:00:00,PRESS-001,72.95,RUNNING,27.5,Day
2024-01-02 13:00:00,PRESS-002,80.29,RUNNING,27.2,Day
2024-01-02 13:00:00,ROBOT-001,25.14,RUNNING,26.7,Day
2024-01-02 13:00:00,ROBOT-002,23.83,RUNNING,26.5,Day
2024-01-02 13:00:00,CONVEYOR-001,12.88,RUNNING,27.0,Day
2024-01-02 13:00:00,OVEN-001,123.26,RUNNING,27.9,Day
2024-01-02 14:00:00,CNC-001,42.31,RUNNING,27.1,Evening
2024-01-02 14:00:00,CNC-002,42.53,RUNNING,24.2,Evening
2024-01-02 14:00:00,PRESS-001,69.97,RUNNING,28.6,Evening
2024-01-02 14:00:00,PRESS-002,80.07,RUNNING,26.2,Evening
2024-01-02 14:00:00,ROBOT-001,21.15,RUNNING,27.8,Evening
2024-01-02 14:00:00,ROBOT-002,24.03,RUNNING,27.6,Evening
2024-01-02 14:00:00,CONVEYOR-001,12.46,RUNNING,27.4,Evening
2024-01-02 14:00:00,OVEN-001,102.45,RUNNING,26.4,Evening
2024-01-02 15:00:00,CNC-001,46.32,RUNNING,25.7,Evening
2024-01-02 15:00:00,CNC-002,43.42,RUNNING,26.6,Evening
2024-01-02 15:00:00,PRESS-001,82.9,RUNNING,27.0,Evening
2024-01-02 15:00:00,PRESS-002,74.74,RUNNING,27.5,Evening
2024-01-02 15:00:00,ROBOT-001,21.36,RUNNING,24.4,Evening
2024-01-02 15:00:00,ROBOT-002,24.69,RUNNING,27.8,Evening
2024-01-02 15:00:00,CONVEYOR-001,14.49,RUNNING,25.2,Evening
2024-01-02 15:00:00,OVEN-001,123.59,RUNNING,26.5,Evening
2024-01-02 16:00:00,CNC-001,43.18,RUNNING,25.3,Evening
2024-01-02 16:00:00,CNC-002,13.97,IDLE,25.0,Evening
2024-01-02 16:00:00,PRESS-001,27.13,IDLE,24.0,Evening
2024-01-02 16:00:00,PRESS-002,26.45,IDLE,24.6,Evening
2024-01-02 16:00:00,ROBOT-001,22.57,RUNNING,26.5,Evening
2024-01-02 16:00:00,ROBOT-002,21.8,RUNNING,25.0,Evening
2024-01-02 16:00:00,CONVEYOR-001,4.77,IDLE,24.2,Evening
2024-01-02 16:00:00,OVEN-001,106.4,RUNNING,23.3,Evening
2024-01-02 17:00:00,CNC-001,42.88,RUNNING,22.6,Evening
2024-01-02 17:00:00,CNC-002,16.33,IDLE,23.3,Evening
2024-01-02 17:00:00,PRESS-001,27.94,IDLE,21.7,Evening
2024-01-02 17:00:00,PRESS-002,83.81,RUNNING,22.4,Evening
2024-01-02 17:00:00,ROBOT-001,24.54,RUNNING,21.3,Evening
2024-01-02 17:00:00,ROBOT-002,20.24,RUNNING,22.3,Evening
2024-01-02 17:00:00,CONVEYOR-001,14.64,RUNNING,22.6,Evening
2024-01-02 17:00:00,OVEN-001,103.82,RUNNING,22.5,Evening
2024-01-02 18:00:00,CNC-001,45.43,RUNNING,21.8,Evening
2024-01-02 18:00:00,CNC-002,51.03,RUNNING,21.7,Evening
2024-01-02 18:00:00,PRESS-001,73.7,RUNNING,21.9,Evening
2024-01-02 18:00:00,PRESS-002,84.92,RUNNING,21.8,Evening
2024-01-02 18:00:00,ROBOT-001,24.78,RUNNING,22.6,Evening
2024-01-02 18:00:00,ROBOT-002,8.71,IDLE,22.4,Evening
2024-01-02 18:00:00,CONVEYOR-001,14.34,RUNNING,22.8,Evening
2024-01-02 18:00:00,OVEN-001,104.81,RUNNING,21.5,Evening
2024-01-02 19:00:00,CNC-001,48.1,RUNNING,22.1,Evening
2024-01-02 19:00:00,CNC-002,34.91,RUNNING,23.1,Evening
2024-01-02 19:00:00,PRESS-001,69.24,RUNNING,20.4,Evening
2024-01-02 19:00:00,PRESS-002,80.71,RUNNING,19.7,Evening
2024-01-02 19:00:00,ROBOT-001,20.81,RUNNING,20.1,Evening
2024-01-02 19:00:00,ROBOT-002,22.36,RUNNING,21.4,Evening
2024-01-02 19:00:00,CONVEYOR-001,4.88,IDLE,21.9,Evening
2024-01-02 19:00:00,OVEN-001,140.57,RUNNING,20.3,Evening
2024-01-02 20:00:00,CNC-001,44.79,RUNNING,20.3,Evening
2024-01-02 20:00:00,CNC-002,44.48,RUNNING,19.1,Evening
2024-01-02 20:00:00,PRESS-001,71.09,RUNNING,19.2,Evening
2024-01-02 20:00:00,PRESS-002,74.33,RUNNING,20.1,Evening
2024-01-02 20:00:00,ROBOT-001,26.72,RUNNING,20.5,Evening
2024-01-02 20:00:00,ROBOT-002,21.63,RUNNING,18.6,Evening
2024-01-02 20:00:00,CONVEYOR-001,15.48,RUNNING,19.9,Evening
2024-01-02 20:00:00,OVEN-001,124.16,RUNNING,20.1,Evening
2024-01-02 21:00:00,CNC-001,15.94,IDLE,19.4,Evening
2024-01-02 21:00:00,CNC-002,16.36,IDLE,20.0,Evening
2024-01-02 21:00:00,PRESS-001,80.14,RUNNING,18.9,Evening
2024-01-02 21:00:00,PRESS-002,82.54,RUNNING,18.3,Evening
2024-01-02 21:00:00,ROBOT-001,9.11,IDLE,18.8,Evening
2024-01-02 21:00:00,ROBOT-002,26.24,RUNNING,18.6,Evening
2024-01-02 21:00:00,CONVEYOR-001,14.16,RUNNING,19.4,Evening
2024-01-02 21:00:00,OVEN-001,45.22,IDLE,18.1,Evening
2024-01-02 22:00:00,CNC-001,46.78,RUNNING,16.8,Night
2024-01-02 22:00:00,CNC-002,14.86,IDLE,17.5,Night
2024-01-02 22:00:00,PRESS-001,79.95,RUNNING,17.0,Night
